YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,DE,Delaware,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.57774116799965 39.008830667000495),10,ART,ART05,,CRDPREV,RACE,HIS,,,,
2019,2019,DE,Delaware,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.57774116799965 39.008830667000495),10,AST,AST01,,AGEADJRATE,RACE,HIS,,,,
2019,2019,DE,Delaware,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,38.8,38.8,,,36.4,41.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CVD,CVD01,,CRDPREV,RACE,WHT,,,,
2019,2019,DE,Delaware,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,2053,2053,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CVD,CVD09,,NMBR,OVERALL,OVR,,,,
2019,2019,DE,Delaware,BRFSS,Diabetes,Diabetes among adults,,%,Crude Prevalence,15.5,15.5,,,13.1,18.2,Age,Age 45-64,,,,,POINT (-75.57774116799965 39.008830667000495),10,DIA,DIA01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,DE,Delaware,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,,%,Crude Prevalence,12.5,12.5,,,9.8,15.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,DIA,DIA02,,CRDPREV,RACE,WHT,,,,
2019,2019,DE,Delaware,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,275,275,,,,,Sex,Female,,,,,POINT (-75.57774116799965 39.008830667000495),10,DIA,DIA03,,NMBR,SEX,SEXF,,,,
2019,2021,DE,Delaware,Current Population Survey - FSS,Social Determinants of Health,Food insecure in the past 12 months among households,,%,Crude Prevalence,11.2,11.2,,,7.5,16.5,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,SDOH,SDH04,,CRDPREV,OVERALL,OVR,,,,
2019,2019,DC,District of Columbia,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Crude Prevalence,22.3,22.3,,,19.3,25.7,Sex,Female,,,,,POINT (-77.036871 38.907192),11,ALC,ALC06,,CRDPREV,SEX,SEXF,,,,
2019,2019,DC,District of Columbia,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Crude Prevalence,25,25,,,15.8,37.2,Sex,Female,,,,,POINT (-77.036871 38.907192),11,COPD,COPD02,,CRDPREV,SEX,SEXF,,,,
2019,2019,DC,District of Columbia,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,51.6,51.6,,,47.6,55.7,Sex,Male,,,,,POINT (-77.036871 38.907192),11,CVD,CVD01,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,DC,District of Columbia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,29.7,29.7,,,26.4,33.2,Sex,Male,,,,,POINT (-77.036871 38.907192),11,CVD,CVD04,,CRDPREV,SEX,SEXM,,,,
2019,2019,DC,District of Columbia,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,16.2,16.2,,,13.4,19.4,Age,Age >=65,,,,,POINT (-77.036871 38.907192),11,HEA,HEA03,,CRDPREV,AGE,AGE65P,,,,
2019,2019,DC,District of Columbia,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Crude Prevalence,16.1,16.1,,,13.2,19.6,Sex,Male,,,,,POINT (-77.036871 38.907192),11,TOB,TOB04,,CRDPREV,SEX,SEXM,,,,
2019,2019,FL,Florida,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,5,5,,,4.2,5.9,Sex,Male,,,,,POINT (-81.92896053899966 28.932040377000476),12,AST,AST02,,CRDPREV,SEX,SEXM,,,,
2019,2019,FL,Florida,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,28.9,28.9,,,26.5,31.5,Sex,Male,,,,,POINT (-81.92896053899966 28.932040377000476),12,CVD,CVD04,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,FL,Florida,BRFSS,Health Status,Recent activity limitation among adults,,Number,Age-adjusted Mean,3.1,3.1,,,2.8,3.5,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,HEA,HEA04,,AGEADJMEAN,SEX,SEXF,,,,
2019,2019,FL,Florida,NVSS,Health Status,Life expectancy at birth,,Years,Number,81.8,81.8,,,81.7,81.9,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,HEA,HEA06,,NMBR,SEX,SEXF,,,,
2019,2019,GA,Georgia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,40.8,40.8,,,37.7,43.9,Age,Age 45-64,,,,,POINT (-83.62758034599966 32.83968109300048),13,CVD,CVD04,,CRDPREV,AGE,AGE4564,,,,
2019,2019,GA,Georgia,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,28.5,28.5,,,26.9,30.2,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS01,,CRDPREV,OVERALL,OVR,,,,
2019,2019,GA,Georgia,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Crude Prevalence,24.7,24.7,,,22.2,27.4,Age,Age 45-64,,,,,POINT (-83.62758034599966 32.83968109300048),13,HEA,HEA01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,GU,Guam,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,28.4,28.4,,,22.4,35.2,Sex,Male,,,,,POINT (144.793731 13.444304),66,ALC,ALC01,,CRDPREV,SEX,SEXM,,,,
2019,2019,GU,Guam,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,2.9,2.9,,,2,4.3,Sex,Female,,,,,POINT (144.793731 13.444304),66,COPD,COPD01,,CRDPREV,SEX,SEXF,,,,
2019,2019,GU,Guam,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,27,27,,,22.4,32.2,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (144.793731 13.444304),66,CVD,CVD01,,CRDPREV,RACE,ASN,,,,
2019,2019,GU,Guam,BRFSS,Diabetes,Diabetes among adults,,%,Crude Prevalence,10.1,10.1,,,8.2,12.4,Sex,Female,,,,,POINT (144.793731 13.444304),66,DIA,DIA01,,CRDPREV,SEX,SEXF,,,,
2019,2019,GU,Guam,BRFSS,Health Status,Frequent physical distress among adults,,%,Age-adjusted Prevalence,11,11,,,9.1,13.3,Overall,Overall,,,,,POINT (144.793731 13.444304),66,HEA,HEA03,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,GU,Guam,BRFSS,Mental Health,Depression among adults,,%,Age-adjusted Prevalence,13,13,,,8.7,19.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (144.793731 13.444304),66,MEN,MEN02,,AGEADJPREV,RACE,MRC,,,,
2019,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Crude Prevalence,33.4,33.4,,,29,38.2,Sex,Female,,,,,POINT (144.793731 13.444304),66,NPAW,NPW06,,CRDPREV,SEX,SEXF,,,,
2019,2019,HI,Hawaii,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,18.6,18.6,,,17.2,20,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,ART,ART01,,AGEADJPREV,SEX,SEXF,,,,
2019,2020,HI,Hawaii,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,,%,Crude Prevalence,20,20,,,15.2,25.9,Age,Age 18-44,,,,,POINT (-157.85774940299973 21.304850435000446),15,CHC,CHC03,,CRDPREV,AGE,AGE1844,,,,
2019,2019,HI,Hawaii,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,37.3,37.3,,,34.8,39.7,Age,Age 45-64,,,,,POINT (-157.85774940299973 21.304850435000446),15,CVD,CVD01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,HI,Hawaii,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,78,78,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,DIA,DIA03,,NMBR,RACE,HIS,,,,
2019,2019,HI,Hawaii,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Crude Prevalence,15.2,15.2,,,13.7,16.8,Sex,Male,,,,,POINT (-157.85774940299973 21.304850435000446),15,TOB,TOB04,,CRDPREV,SEX,SEXM,,,,
2019,2019,ID,Idaho,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,33,33,,,30.4,35.7,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,CVD,CVD01,,CRDPREV,SEX,SEXM,,,,
2019,2019,ID,Idaho,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,14.7,14.7,,,12.9,16.8,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,HEA,HEA01,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,ID,Idaho,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,22.3,22.3,,,19.4,25.5,Age,Age 45-64,,,,,POINT (-114.3637300419997 43.682630005000476),16,MEN,MEN02,,CRDPREV,AGE,AGE4564,,,,
2019,2019,ID,Idaho,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,11.5,11.5,,,9.6,13.7,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,MEN,MEN05,,CRDPREV,SEX,SEXM,,,,
2019,2019,IL,Illinois,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude Median,4.6,4.6,,,4.2,4.9,Age,Age >=65,,,,,POINT (-88.99771017799969 40.48501028300046),17,ALC,ALC05,,CRDMEDN,AGE,AGE65P,,,,
2019,2019,IL,Illinois,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,25.6,25.6,,,23.9,27.3,Sex,Female,,,,,POINT (-88.99771017799969 40.48501028300046),17,CVD,CVD04,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,IL,Illinois,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,4724,4724,,,,,Sex,Male,,,,,POINT (-88.99771017799969 40.48501028300046),17,DIA,DIA03,,NMBR,SEX,SEXM,,,,
2019,2019,IL,Illinois,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,13.7,13.7,,,11.9,15.8,Age,Age >=65,,,,,POINT (-88.99771017799969 40.48501028300046),17,MEN,MEN02,,CRDPREV,AGE,AGE65P,,,,
2019,2019,IN,Indiana,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,,,*,No data available,,,Sex,Male,,,,,POINT (-86.14996019399968 39.766910452000445),18,ALC,ALC01,,CRDPREV,SEX,SEXM,,,,
2019,2019,IN,Indiana,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,1.2,1.2,,,0.9,1.5,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),18,AST,AST01,,AGEADJRATE,OVERALL,OVR,,,,
2019,2019,IN,Indiana,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,10.7,10.7,,,9.9,11.5,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),18,AST,AST02,,CRDPREV,OVERALL,OVR,,,,
2019,2019,IN,Indiana,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,235,235,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,COPD,COPD05,,NMBR,RACE,BLK,,,,
2019,2019,IN,Indiana,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Age-adjusted Prevalence,67.8,67.8,,,61.4,73.5,Sex,Female,,,,,POINT (-86.14996019399968 39.766910452000445),18,CVD,CVD02,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,IN,Indiana,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,71.9,71.9,,,69.9,73.8,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),18,IMM,IMM04,,CRDPREV,OVERALL,OVR,,,,
2019,2019,IN,Indiana,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,26.7,26.7,,,25.1,28.4,Sex,Female,,,,,POINT (-86.14996019399968 39.766910452000445),18,MEN,MEN02,,CRDPREV,SEX,SEXF,,,,
2019,2019,IN,Indiana,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,91.7,91.7,,,90.5,92.8,Age,Age >=65,,,,,POINT (-86.14996019399968 39.766910452000445),18,SDOH,SDH12,,CRDPREV,AGE,AGE65P,,,,
2019,2019,IA,Iowa,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,ART,ART01,,CRDPREV,RACE,HAPI,,,,
2019,2019,IA,Iowa,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,Number,Number,54,54,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),19,AST,AST01,,NMBR,OVERALL,OVR,,,,
2019,2019,IA,Iowa,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,34,34,,,32.5,35.6,Sex,Male,,,,,POINT (-93.81649055599968 42.46940091300047),19,CVD,CVD01,,CRDPREV,SEX,SEXM,,,,
2019,2019,IA,Iowa,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,,%,Crude Prevalence,11.6,11.6,,,8.5,15.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,DIA,DIA02,,CRDPREV,RACE,BLK,,,,
2019,2019,IA,Iowa,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1580,1580,,,,,Sex,Female,,,,,POINT (-93.81649055599968 42.46940091300047),19,DIA,DIA03,,NMBR,SEX,SEXF,,,,
2019,2019,IA,Iowa,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,17,17,,,15.5,18.6,Age,Age 18-44,,,,,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS01,,CRDPREV,AGE,AGE1844,,,,
2019,2019,IA,Iowa,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,24.3,24.3,,,22.9,25.7,Sex,Female,,,,,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS01,,CRDPREV,SEX,SEXF,,,,
2019,2019,IA,Iowa,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,11.4,11.4,,,10.4,12.5,Sex,Male,,,,,POINT (-93.81649055599968 42.46940091300047),19,MEN,MEN02,,CRDPREV,SEX,SEXM,,,,
2019,2019,KS,Kansas,YRBSS,Alcohol,Binge drinking prevalence among high school students,,%,Crude Prevalence,18.6,18.6,,,15.6,22.1,Sex,Female,,,,,POINT (-98.20078122699965 38.34774030000045),20,ALC,ALC07,,CRDPREV,SEX,SEXF,,,,
2019,2019,KS,Kansas,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,21.5,21.5,,,20.3,22.8,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,ART,ART01,,CRDPREV,SEX,SEXM,,,,
2019,2019,KS,Kansas,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1092,1092,,,,,Sex,Female,,,,,POINT (-98.20078122699965 38.34774030000045),20,DIA,DIA03,,NMBR,SEX,SEXF,,,,
2019,2019,KS,Kansas,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,2.5,2.5,,,2.4,2.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,HEA,HEA04,,CRDMEAN,RACE,WHT,,,,
2019,2019,KS,Kansas,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,65.5,65.5,,,63.6,67.3,Age,Age >=65,,,,,POINT (-98.20078122699965 38.34774030000045),20,IMM,IMM01,,CRDPREV,AGE,AGE65P,,,,
2019,2019,KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,,%,Crude Prevalence,23,23,,,21.5,24.5,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,NPAW,NPW04,,CRDPREV,SEX,SEXM,,,,
2019,2019,KY,Kentucky,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,34.8,34.8,,,33,36.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS01,,AGEADJPREV,RACE,WHT,,,,
2019,2019,KY,Kentucky,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,,%,Crude Prevalence,19,19,,,16.7,21.6,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),21,NPAW,NPW08,,CRDPREV,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,9.5,9.5,,,8.2,11,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,SDOH,SDH09,,CRDPREV,RACE,WHT,,,,
2019,2019,LA,Louisiana,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,16.5,16.5,,,9.2,27.9,Race/Ethnicity,Hispanic,,,,,POINT (-92.44568007099969 31.31266064400046),22,ALC,ALC01,,CRDPREV,RACE,HIS,,,,
2019,2019,LA,Louisiana,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,38.7,38.7,,,35.7,41.9,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),22,ART,ART05,,CRDPREV,OVERALL,OVR,,,,
2019,2019,ME,Maine,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,84,84,,,,,Sex,Female,,,,,POINT (-68.98503133599962 45.254228894000505),23,ALC,ALC09,,NMBR,SEX,SEXF,,,,
2019,2019,ME,Maine,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,28,28,,,26.2,30,Sex,Male,,,,,POINT (-68.98503133599962 45.254228894000505),23,ART,ART01,,CRDPREV,SEX,SEXM,,,,
2019,2019,ME,Maine,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,82.2,82.2,,,76.1,88.2,Sex,Male,,,,,POINT (-68.98503133599962 45.254228894000505),23,DIA,DIA03,,AGEADJRATE,SEX,SEXM,,,,
2019,2019,ME,Maine,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,32.5,32.5,,,30.7,34.4,Sex,Female,,,,,POINT (-68.98503133599962 45.254228894000505),23,DIS,DIS01,,CRDPREV,SEX,SEXF,,,,
2019,2019,ME,Maine,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,45.7,45.7,,,43.4,48,Age,Age 45-64,,,,,POINT (-68.98503133599962 45.254228894000505),23,IMM,IMM01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,ME,Maine,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,64.9,64.9,,,61.8,67.9,Age,Age 18-44,,,,,POINT (-68.98503133599962 45.254228894000505),23,SDOH,SDH12,,CRDPREV,AGE,AGE1844,,,,
2019,2019,MD,Maryland,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude 75th percentile,3.3,3.3,,,2.7,4.3,Age,Age >=65,,,,,POINT (-76.60926011099963 39.29058096400047),24,ALC,ALC04,,CRD75TH,AGE,AGE65P,,,,
2019,2019,MD,Maryland,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude Median,5.5,5.5,,,5.2,5.8,Age,Age 18-44,,,,,POINT (-76.60926011099963 39.29058096400047),24,ALC,ALC05,,CRDMEDN,AGE,AGE1844,,,,
2019,2019,MD,Maryland,USRDS,Chronic Kidney Disease,Incidence of treated end-stage kidney disease,,"cases per 1,000,000",Number,2604,2604,,,,,Overall,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),24,CKD,CKD01,,NMBR,OVERALL,OVR,,,,
2019,2019,MD,Maryland,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,140,140,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-76.60926011099963 39.29058096400047),24,DIA,DIA03,,NMBR,RACE,HIS,,,,
2019,2019,MD,Maryland,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Crude Mean,4.7,4.7,,,3.9,5.8,Age,Age 18-44,,,,,POINT (-76.60926011099963 39.29058096400047),24,MEN,MEN04,,CRDMEAN,AGE,AGE1844,,,,
2019,2019,MA,Massachusetts,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,42.8,42.8,,,41.1,44.4,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),25,CVD,CVD01,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,MA,Massachusetts,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,14.7,14.7,,,13,16.6,Age,Age >=65,,,,,POINT (-72.08269067499964 42.27687047000046),25,HEA,HEA03,,CRDPREV,AGE,AGE65P,,,,
2019,2019,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among adults,,%,Age-adjusted Prevalence,40,40,,,37.8,42.3,Sex,Male,,,,,POINT (-72.08269067499964 42.27687047000046),25,NPAW,NPW02,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,MI,Michigan,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,42.7,42.7,,,40.9,44.6,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,CVD,CVD07,,CRDRATE,SEX,SEXM,,,,
2019,2019,MI,Michigan,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,23.4,23.4,,,21.6,25.4,Age,Age 18-44,,,,,POINT (-84.71439026999968 44.6613195430005),26,MEN,MEN02,,CRDPREV,AGE,AGE1844,,,,
2019,2019,MI,Michigan,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Crude Mean,3.2,3.2,,,2.8,3.7,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),26,MEN,MEN04,,CRDMEAN,OVERALL,OVR,,,,
2019,2019,MI,Michigan,BRFSS,Mental Health,Frequent mental distress among adults,,%,Age-adjusted Prevalence,19.7,19.7,,,18.2,21.3,Sex,Female,,,,,POINT (-84.71439026999968 44.6613195430005),26,MEN,MEN05,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,MI,Michigan,ACS,Social Determinants of Health,High school completion among adults aged 18-24,,%,Crude Prevalence,85.9,85.9,,,84.5,87.1,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,SDOH,SDH02,,CRDPREV,SEX,SEXM,,,,
2019,2019,MI,Michigan,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Crude Prevalence,80.2,80.2,,,79.1,81.3,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),26,SDOH,SDH12,,CRDPREV,OVERALL,OVR,,,,
2019,2019,MI,Michigan,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,87.6,87.6,,,84.3,90.4,Grade,Grade 12,,,,,POINT (-84.71439026999968 44.6613195430005),26,SLEP,SLP02,,CRDPREV,GRADE,GRD12,,,,
