YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,DataValue_Suppressed,Suppression_Reason,Latitude,Longitude,DiseaseCategory,MetricType,TimePeriodLength
2015,2019,SD,South Dakota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Crude Rate,20.2,,18.4,22.2,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),False,Not suppressed,44.353130053000484,-100.3735306369997,Cancer,Mortality,4
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Crude Rate,2.9,,2.8,3.0,Sex,Female,POINT (-99.42677020599967 31.827240407000488),False,Not suppressed,31.827240407000488,-99.42677020599967,Cancer,Mortality,4
2015,2019,US,United States,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,314982.0,,,,Sex,Male,,False,Not suppressed,,,Cancer,Mortality,4
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Crude Rate,23.0,,20.7,25.5,Overall,Overall,POINT (-72.51764079099962 43.62538123900049),False,Not suppressed,43.62538123900049,-72.51764079099962,Cancer,Mortality,4
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Crude Rate,31.6,,30.0,33.2,Sex,Female,POINT (-80.71264013499967 38.66551020200046),False,Not suppressed,38.66551020200046,-80.71264013499967,Cancer,Mortality,4
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Age-adjusted Rate,444.6,,441.4,447.8,Sex,Female,POINT (-89.81637074199966 44.39319117400049),False,Not suppressed,44.39319117400049,-89.81637074199966,Cancer,Incidence,4
2020,2020,ID,Idaho,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,Number,25.0,,,,Age,Age >=65,POINT (-114.3637300419997 43.682630005000476),False,Not suppressed,43.682630005000476,-114.3637300419997,Diabetes,Mortality,0
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",Number,Number,66.0,,,,Overall,Overall,POINT (-108.10983035299967 43.23554134300048),False,Not suppressed,43.23554134300048,-108.10983035299967,Cancer,Mortality,4
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",Number,Number,1408.0,,,,Sex,Male,POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Cancer,Mortality,4
2016,2020,CA,California,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",Number,Number,4503.0,,,,Overall,Overall,POINT (-120.99999953799971 37.63864012300047),False,Not suppressed,37.63864012300047,-120.99999953799971,Cancer,Mortality,4
2016,2020,CA,California,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,484.0,,,,Sex,Female,POINT (-120.99999953799971 37.63864012300047),False,Not suppressed,37.63864012300047,-120.99999953799971,Cancer,Mortality,4
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,,~,,,Sex,Male,POINT (-77.036871 38.907192),True,No data available,38.907192,-77.036871,Cancer,Mortality,4
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,1479.0,,,,Sex,Female,POINT (-77.036871 38.907192),False,Not suppressed,38.907192,-77.036871,Cancer,Incidence,4
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,,~,,,Sex,Male,POINT (-81.92896053899966 28.932040377000476),True,No data available,28.932040377000476,-81.92896053899966,Cancer,Mortality,4
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,3644.0,,,,Sex,Female,POINT (-157.85774940299973 21.304850435000446),False,Not suppressed,21.304850435000446,-157.85774940299973,Cancer,Incidence,4
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",Number,Number,1231.0,,,,Sex,Male,POINT (-88.99771017799969 40.48501028300046),False,Not suppressed,40.48501028300046,-88.99771017799969,Cancer,Mortality,4
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Crude Rate,560.6,,558.0,563.2,Sex,Male,POINT (-88.99771017799969 40.48501028300046),False,Not suppressed,40.48501028300046,-88.99771017799969,Cancer,Incidence,4
2016,2020,IA,Iowa,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause","per 100,000",Age-adjusted Rate,185.3,,182.5,188.1,Sex,Male,POINT (-93.81649055599968 42.46940091300047),False,Not suppressed,42.46940091300047,-93.81649055599968,Cancer,Mortality,4
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,19.8,,18.9,20.8,Overall,Overall,POINT (-98.20078122699965 38.34774030000045),False,Not suppressed,38.34774030000045,-98.20078122699965,Cancer,Mortality,4
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,14.6,,11.2,18.6,Race/Ethnicity,Hispanic,POINT (-98.20078122699965 38.34774030000045),False,Not suppressed,38.34774030000045,-98.20078122699965,Cancer,Mortality,4
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,4764.0,,,,Sex,Male,POINT (-68.98503133599962 45.254228894000505),False,Not suppressed,45.254228894000505,-68.98503133599962,Cancer,Incidence,4
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Age-adjusted Rate,428.3,,425.5,431.1,Sex,Female,POINT (-72.08269067499964 42.27687047000046),False,Not suppressed,42.27687047000046,-72.08269067499964,Cancer,Incidence,4
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,1.2,,1.0,1.4,Overall,Overall,POINT (-94.79420050299967 46.35564873600049),False,Not suppressed,46.35564873600049,-94.79420050299967,Cancer,Mortality,4
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause","per 100,000",Age-adjusted Rate,20.0,,18.8,21.1,Race/Ethnicity,"White, non-Hispanic",POINT (-89.53803082499968 32.745510099000455),False,Not suppressed,32.745510099000455,-89.53803082499968,Cancer,Mortality,4
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",Number,Number,1833.0,,,,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),False,Not suppressed,32.745510099000455,-89.53803082499968,Cancer,Mortality,4
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,20.0,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062299967 41.6410409880005),False,Not suppressed,41.6410409880005,-99.36572062299967,Cancer,Mortality,4
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Crude Rate,622.4,,614.1,630.9,Sex,Female,POINT (-71.50036091999965 43.65595011300047),False,Not suppressed,43.65595011300047,-71.50036091999965,Cancer,Incidence,4
2016,2020,NM,New Mexico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,4697.0,,,,Sex,Male,POINT (-106.24058098499967 34.52088095200048),False,Not suppressed,34.52088095200048,-106.24058098499967,Cancer,Incidence,4
2016,2020,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,30211.0,,,,Sex,Male,POINT (-79.15925046299964 35.466220975000454),False,Not suppressed,35.466220975000454,-79.15925046299964,Cancer,Incidence,4
2016,2020,SC,South Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause","per 100,000",Crude Rate,22.6,,21.8,23.5,Overall,Overall,POINT (-81.04537120699968 33.998821303000454),False,Not suppressed,33.998821303000454,-81.04537120699968,Cancer,Mortality,4
2016,2020,SC,South Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",Number,Number,558.0,,,,Sex,Male,POINT (-81.04537120699968 33.998821303000454),False,Not suppressed,33.998821303000454,-81.04537120699968,Cancer,Mortality,4
2016,2020,SD,South Dakota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,7.0,,,,Race/Ethnicity,"Black, non-Hispanic",POINT (-100.3735306369997 44.353130053000484),False,Not suppressed,44.353130053000484,-100.3735306369997,Cancer,Mortality,4
2016,2020,UT,Utah,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",Number,Number,6.0,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",POINT (-111.58713063499971 39.360700171000474),False,Not suppressed,39.360700171000474,-111.58713063499971,Cancer,Mortality,4
2016,2020,VT,Vermont,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",Number,Number,158.0,,,,Sex,Female,POINT (-72.51764079099962 43.62538123900049),False,Not suppressed,43.62538123900049,-72.51764079099962,Cancer,Mortality,4
2016,2020,WV,West Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",Number,Number,286.0,,,,Sex,Female,POINT (-80.71264013499967 38.66551020200046),False,Not suppressed,38.66551020200046,-80.71264013499967,Cancer,Mortality,4
2016,2020,WV,West Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Crude Rate,697.0,,689.3,704.8,Sex,Male,POINT (-80.71264013499967 38.66551020200046),False,Not suppressed,38.66551020200046,-80.71264013499967,Cancer,Incidence,4
2016,2020,WI,Wisconsin,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,16451.0,,,,Sex,Female,POINT (-89.81637074199966 44.39319117400049),False,Not suppressed,44.39319117400049,-89.81637074199966,Cancer,Incidence,4
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause","per 100,000",Crude Rate,15.0,,13.6,16.4,Overall,Overall,POINT (-108.10983035299967 43.23554134300048),False,Not suppressed,43.23554134300048,-108.10983035299967,Cancer,Mortality,4
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Crude Rate,2.1,,1.4,3.0,Overall,Overall,POINT (-108.10983035299967 43.23554134300048),False,Not suppressed,43.23554134300048,-108.10983035299967,Cancer,Mortality,4
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause","per 100,000",Crude Rate,2.1,,1.4,3.0,Sex,Female,POINT (-108.10983035299967 43.23554134300048),False,Not suppressed,43.23554134300048,-108.10983035299967,Cancer,Mortality,4
2016,2020,WY,Wyoming,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,542.0,,,,Sex,Male,POINT (-108.10983035299967 43.23554134300048),False,Not suppressed,43.23554134300048,-108.10983035299967,Cancer,Mortality,4
2018,2019,AL,Alabama,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,40.9,,34.4,47.7,Sex,Female,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Sleep,Prevalence,1
2020,2020,KY,Kentucky,BRFSS,Immunization,Influenza vaccination among adults,%,Crude Prevalence,41.6,,33.0,50.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),False,Not suppressed,37.645970271000465,-84.77497104799966,Immunization,Prevalence,0
2018,2019,ID,Idaho,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,27.3,,22.2,33.1,Sex,Male,POINT (-114.3637300419997 43.682630005000476),False,Not suppressed,43.682630005000476,-114.3637300419997,Sleep,Prevalence,1
2018,2019,KS,Kansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,34.2,,28.3,40.6,Sex,Male,POINT (-98.20078122699965 38.34774030000045),False,Not suppressed,38.34774030000045,-98.20078122699965,Sleep,Prevalence,1
2018,2019,MD,Maryland,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,41.6,,35.5,48.1,Sex,Female,POINT (-76.60926011099963 39.29058096400047),False,Not suppressed,39.29058096400047,-76.60926011099963,Sleep,Prevalence,1
2018,2019,MN,Minnesota,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,%,Crude Prevalence,36.4,,29.0,44.6,Sex,Male,POINT (-94.79420050299967 46.35564873600049),False,Not suppressed,46.35564873600049,-94.79420050299967,Obesity/Nutrition,Prevalence,1
2018,2019,MO,Missouri,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,31.7,,27.0,36.7,Age,Age 6-14,POINT (-92.56630005299968 38.635790776000476),False,Not suppressed,38.635790776000476,-92.56630005299968,Sleep,Prevalence,1
2018,2019,MT,Montana,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,26.0,,20.8,32.0,Sex,Female,POINT (-109.42442064499971 47.06652897200047),False,Not suppressed,47.06652897200047,-109.42442064499971,Sleep,Prevalence,1
2018,2019,NV,Nevada,NSCH,"Nutrition, Physical Activity, and Weight Status",Children and adolescents aged 6-13 years meeting aerobic physical activity guideline,%,Crude Prevalence,17.2,,12.0,24.1,Sex,Male,POINT (-117.07184056399967 39.493240390000494),False,Not suppressed,39.493240390000494,-117.07184056399967,Obesity/Nutrition,Prevalence,1
2018,2019,ND,North Dakota,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,25.5,,20.3,31.5,Sex,Female,POINT (-100.11842104899966 47.47531977900047),False,Not suppressed,47.47531977900047,-100.11842104899966,Sleep,Prevalence,1
2018,2019,US,United States,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,34.4,,33.5,35.4,Overall,Overall,,False,Not suppressed,,,Sleep,Prevalence,1
2018,2019,UT,Utah,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,62.7,,56.2,68.8,Age,Age 12-17,POINT (-111.58713063499971 39.360700171000474),False,Not suppressed,39.360700171000474,-111.58713063499971,Oral Health,Prevalence,1
2018,2019,VI,Virgin Islands,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,,*,,,Sex,Male,POINT (-64.896335 18.335765),True,Small numerator (<20 cases),18.335765,-64.896335,Oral Health,Prevalence,1
2018,2019,WV,West Virginia,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,45.5,,38.5,52.7,Age,Age 4 m - 5 y,POINT (-80.71264013499967 38.66551020200046),False,Not suppressed,38.66551020200046,-80.71264013499967,Sleep,Prevalence,1
2019,2019,AL,Alabama,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,29.9,,27.9,32.0,Sex,Male,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Arthritis,Prevalence,0
2019,2019,AL,Alabama,BRFSS,Asthma,Current asthma among adults,%,Crude Prevalence,8.1,,6.7,9.7,Sex,Male,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Asthma,Prevalence,0
2019,2019,AL,Alabama,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,85.2,,82.8,87.4,Sex,Female,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,CVD,Prevalence,0
2019,2019,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,Number,2003.0,,,,Sex,Female,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,CVD,Mortality,0
2019,2019,AL,Alabama,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,35.1,,33.3,36.9,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Disability,Prevalence,0
2019,2019,AL,Alabama,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,21.0,,18.7,23.6,Age,Age 18-44,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Mental Health,Prevalence,0
2019,2019,AL,Alabama,YRBSS,Sleep,Short sleep duration among high school students,%,Crude Prevalence,80.0,,75.4,84.0,Grade,Grade 12,POINT (-86.63186076199969 32.84057112200048),False,Not suppressed,32.84057112200048,-86.63186076199969,Sleep,Prevalence,0
2019,2019,AL,Alabama,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,%,Crude Prevalence,,*,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",POINT (-86.63186076199969 32.84057112200048),True,Small numerator (<20 cases),32.84057112200048,-86.63186076199969,Tobacco,Prevalence,0
2019,2019,AK,Alaska,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,11.1,,8.5,14.4,Sex,Female,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,Alcohol,Prevalence,0
2019,2019,AK,Alaska,BRFSS,Asthma,Current asthma among adults,%,Age-adjusted Prevalence,13.3,,10.6,16.5,Sex,Female,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,Asthma,Prevalence,0
2019,2019,AK,Alaska,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,70.0,,60.0,80.0,Overall,Overall,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,COPD,Mortality,0
2019,2019,AK,Alaska,BRFSS,Disability,Adults with any disability,%,Age-adjusted Prevalence,25.5,,21.9,29.4,Sex,Female,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,Disability,Prevalence,0
2019,2019,AK,Alaska,BRFSS,Health Status,Frequent physical distress among adults,%,Crude Prevalence,13.4,,10.6,16.7,Age,Age 45-64,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,Health Status,Prevalence,0
2019,2019,AK,Alaska,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,26.9,,22.7,31.6,Age,Age 18-44,POINT (-147.72205903599973 64.84507995700051),False,Not suppressed,64.84507995700051,-147.72205903599973,Obesity/Nutrition,Prevalence,0
2019,2019,AZ,Arizona,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Crude Prevalence,20.9,,18.4,23.6,Age,Age 18-44,POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Alcohol,Prevalence,0
2019,2019,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults,%,Age-adjusted Prevalence,28.4,,21.9,36.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Arthritis,Prevalence,0
2019,2019,AZ,Arizona,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Crude Prevalence,61.9,,50.6,71.9,Age,Age 18-44,POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Arthritis,Prevalence,0
2019,2019,AZ,Arizona,NVSS,Asthma,"Asthma mortality among all people, underlying cause",Number,Number,37.0,,,,Age,Age >=65,POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Asthma,Mortality,0
2019,2019,AZ,Arizona,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,,*,,,Race/Ethnicity,"Asian, non-Hispanic",POINT (-111.76381127699972 34.865970280000454),True,Small numerator (<20 cases),34.865970280000454,-111.76381127699972,COPD,Prevalence,0
2020,2020,WV,West Virginia,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude Median,,****,,,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),True,Not collected / not applicable,38.66551020200046,-80.71264013499967,Alcohol,Prevalence,0
2019,2019,AZ,Arizona,YRBSS,Sleep,Short sleep duration among high school students,%,Crude Prevalence,78.4,,75.0,81.5,Sex,Male,POINT (-111.76381127699972 34.865970280000454),False,Not suppressed,34.865970280000454,-111.76381127699972,Sleep,Prevalence,0
2019,2019,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults,%,Age-adjusted Prevalence,33.8,,31.6,36.1,Sex,Female,POINT (-92.27449074299966 34.74865012400045),False,Not suppressed,34.74865012400045,-92.27449074299966,Arthritis,Prevalence,0
2019,2019,AR,Arkansas,BRFSS,Mental Health,Depression among adults,%,Crude Prevalence,27.8,,24.7,31.1,Age,Age 18-44,POINT (-92.27449074299966 34.74865012400045),False,Not suppressed,34.74865012400045,-92.27449074299966,Mental Health,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Alcohol,Binge drinking prevalence among adults,%,Age-adjusted Prevalence,20.8,,18.9,22.9,Sex,Male,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Alcohol,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Arthritis,Physical inactivity among adults with arthritis,%,Age-adjusted Prevalence,26.9,,22.3,32.1,Overall,Overall,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Arthritis,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,%,Age-adjusted Prevalence,59.9,,51.6,67.7,Sex,Male,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Arthritis,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,30.0,,25.9,34.5,Race/Ethnicity,Hispanic,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,CVD,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,35.1,,33.1,37.1,Sex,Male,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,CVD,Prevalence,0
2019,2019,CT,Connecticut,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,Number,1252.0,,,,Age,Age >=65,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,CVD,Mortality,0
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,45.5,,35.3,56.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Immunization,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,47.6,,42.1,53.1,Sex,Male,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Immunization,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,%,Crude Prevalence,74.2,,72.2,76.1,Overall,Overall,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,Immunization,Prevalence,0
2019,2019,CT,Connecticut,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,9.2,,7.8,10.9,Sex,Female,POINT (-72.64984095199964 41.56266102000046),False,Not suppressed,41.56266102000046,-72.64984095199964,,Prevalence,0
2019,2019,DE,Delaware,BRFSS,Arthritis,Physical inactivity among adults with arthritis,%,Crude Prevalence,,****,,,Race/Ethnicity,Hispanic,POINT (-75.57774116799965 39.008830667000495),True,Not collected / not applicable,39.008830667000495,-75.57774116799965,Arthritis,Prevalence,0
