DateKey,ProductKey,SalespersonKey,CityKey,UnitsSold,Revenue,Cost
20250505,2,6,3,97,330.1564624708609,180.82632162808125
20241112,4,3,1,218,472.28074726793983,372.9994287981519
20231023,1,6,3,36,91.97119174306057,61.91992345157342
20231019,2,4,2,237,391.26326941736056,248.05313817401455
20241114,4,5,2,248,794.7033917187659,614.7949121577313
20220720,1,1,5,157,365.2961063263986,281.3176058907505
20240204,3,5,5,166,481.5766623765431,300.84536365294207
20251201,3,5,2,229,655.9684990206335,500.1223279705027
20250209,5,6,2,177,504.8970640633234,262.14648373200816
20221204,2,5,3,172,432.3867678925597,331.08535549954996
20220206,3,3,2,182,374.016839759414,221.8574608291961
20221231,2,6,1,120,330.0226940547327,220.96230065190332
20250429,3,5,3,174,595.703443326304,346.0480469674987
20210611,5,6,2,29,91.86905684488622,73.07631037196576
20210721,4,4,3,202,346.94236554772573,180.94223793916248
20230923,5,6,3,153,236.59534488548434,150.02193451001978
20210927,1,2,4,25,62.44856784352173,42.85823019690497
20230327,3,3,5,277,845.3094608499638,578.769588759742
20240718,1,1,3,230,489.39517445691536,353.1610245406004
20220401,1,2,3,70,203.1733589065919,145.74124798097523
20250125,2,2,4,166,558.3978597272846,412.0656865762898
20251017,3,2,2,147,355.44144503879266,202.7033591344197
20240629,1,5,3,277,550.7644495517645,336.60076624403695
20231014,4,6,4,70,233.48610069123458,143.50287712116415
20250922,1,6,1,173,422.90333154528537,332.71999887924716
20211023,4,5,4,89,206.0953965881696,128.35488514834967
20251015,2,3,5,295,650.9833272091452,368.8216107015119
20221221,1,5,5,298,699.1181036535327,482.1840826972308
20251108,5,5,2,153,435.63930337980156,273.65993002941065
20211204,2,5,2,239,565.8179818112336,325.35892988663034
20230529,4,3,5,182,391.0174954355561,279.3978923537073
20231213,2,3,5,155,463.02767632351305,258.17385401302306
20230303,1,4,3,76,144.85165690770822,99.9485431134637
20210805,3,4,5,196,373.15802005922814,234.77580619566868
20230203,3,4,2,134,387.6447237951204,230.93940207599078
20210707,4,4,5,168,543.213394143663,425.76776856828013
20220115,4,6,2,260,515.4296365385073,307.8775914222541
20220508,3,2,1,142,267.279492893306,161.50422486849934
20231201,4,2,5,88,249.97383510717242,190.27796081572728
20240326,2,4,2,82,224.81161357079705,121.10894077399098
20210115,5,4,4,240,574.6811263294139,305.97208439498996
20210306,5,1,3,35,59.210244789382955,34.6268815245437
20220605,2,2,2,97,163.30637361048343,110.6385619435344
20240929,5,1,5,141,430.710384510508,265.0118131738002
20240227,1,1,5,277,665.7800910372098,454.4390828141683
20221010,2,5,1,236,758.9604670660158,415.85355759848045
20250204,4,6,4,133,352.3791513093374,203.8285241139918
20231223,2,3,2,165,451.6835866018188,302.4241582855108
20240308,3,2,4,256,862.3075542571795,487.3285963811773
20250303,4,4,1,105,192.06933774828198,120.39701048670304
20220816,3,4,3,186,481.00501329848254,323.13645655556195
20220127,4,3,4,148,239.2090255899463,189.47633787479
20250826,5,2,1,184,408.08441762061983,213.82235888700052
20220223,2,4,2,296,531.6743118823134,339.27424151246197
20211016,1,4,3,276,517.685451181083,320.3858389210669
20220114,4,5,5,151,508.8080054582795,380.218166574048
20251202,4,1,1,77,209.54510934355164,161.36841214632517
20250222,3,4,5,276,906.4712895207775,699.8900637076746
20210819,5,6,3,160,381.9264590050399,233.9459183415877
20231015,3,2,1,193,520.190331812066,307.6387644915774
20210210,3,6,1,194,303.4526707308554,192.61390481802027
20231118,5,3,3,228,556.0930179170963,335.43302386155233
20210515,1,5,2,223,586.0692763113295,419.42358034285206
20210720,3,2,1,26,39.87244114180834,22.490900290727364
20230219,3,5,3,70,215.52848475530965,150.3537971495196
20230719,4,1,4,278,581.2551792577926,452.27248104621503
20231123,5,4,5,197,473.77990753454344,276.67518131775785
20231208,2,2,1,50,128.56302853048246,90.38844656099869
20220518,1,3,4,173,602.800214982438,327.36170997259126
20220211,1,1,1,74,125.67925373737907,67.41625984623496
20250517,5,1,2,175,456.84784677857436,244.27350262801704
20251018,4,5,3,63,161.35486237083396,87.3830893193809
20230316,4,1,1,100,163.78193912063642,92.5121400490306
20210409,5,2,3,185,512.0571932721961,342.48901779585424
20221115,4,5,1,49,101.61173452159343,74.18628989349497
20221227,1,1,2,155,264.6680695110324,142.40653582636122
20250420,1,3,2,33,61.29036744061788,46.6422443365988
20230819,2,6,4,125,393.4008083038482,296.15798439162404
20251029,5,2,2,94,160.57545533823006,115.32792673809854
20220905,3,3,3,98,238.51776809510363,149.73900757927095
20250125,3,3,2,213,402.68634962234825,201.53129797339287
20221005,2,5,1,115,209.83356827955276,151.1702889837036
20251128,2,4,2,59,112.77398761121457,86.1250255826583
20231026,4,5,3,275,683.5306139857912,410.51885776264277
20240526,2,2,1,126,248.92268212011595,178.07835790047054
20220518,2,2,4,36,60.964772425384346,31.61720181941424
20230206,3,5,4,34,105.49525910880746,75.20213314508503
20220202,4,4,4,291,750.6760566459211,390.72129964280936
20230521,2,5,1,32,58.03863375158862,39.243164683568466
20230306,2,2,4,266,649.8006794723144,441.38749909486
20220128,4,4,2,233,381.356924940776,225.24731080411843
20210726,5,2,1,170,452.34615363037784,236.91033519256058
20231105,4,4,1,62,135.19779763014972,106.10329004152564
20250427,3,4,1,133,227.03858888162367,149.99831585425636
20230611,5,5,5,100,186.72876997367948,125.84164146282737
20250124,1,5,3,160,350.62486555223245,240.00491773455354
20250911,4,5,5,49,152.52793052063979,117.03687414694572
20250518,3,4,5,49,90.52805823052269,46.90047706473531
20230514,5,4,5,285,490.008606250895,376.3199113573654
20230113,4,2,3,118,298.76160552590153,170.8626443188148
20240618,2,3,5,113,295.76551385953985,154.79925561797285
20220718,4,5,4,230,386.5110061270119,269.4676488035686
20231018,1,6,1,56,115.86226167121782,91.88951315799126
20210406,4,2,1,108,218.7570321894789,113.13514745722675
20251024,5,2,2,274,513.0494419846912,322.1111892808174
20220430,5,1,4,233,496.58736727550473,327.21897443688437
20241201,4,5,3,33,51.94916176152758,29.903791535572083
20210819,5,2,1,211,591.4540084063678,470.1241059134353
20230119,2,1,5,201,698.8718323036042,483.82125702061757
20250806,4,6,2,149,412.4459367058361,310.6976696040575
20240409,2,6,2,243,539.9831549642801,337.3454608245864
20220625,2,5,1,62,175.82087734206394,106.58028905648911
20231126,3,4,4,200,528.6063684094305,352.02401999574516
20220609,4,1,2,188,600.3809819008416,378.5903605857562
20240329,5,4,1,283,776.4810015158123,554.7835753232263
20250919,2,6,4,115,318.3375615628872,184.55474557864147
20240620,3,6,1,222,431.41889959320906,273.89807016686234
20240115,4,3,1,87,202.81913950554122,155.8745858175943
20251225,4,3,4,111,242.96036537676034,176.5914582078813
20220801,1,3,4,285,434.01235682013805,238.88953693923878
20221113,1,3,4,197,418.9326073792902,320.92728230064847
20220711,2,2,1,170,420.261122269803,284.3927931357099
20250517,1,3,2,66,178.18001958373068,125.40063087740585
20231010,2,2,3,22,74.12103365526004,43.603697073808426
20221008,5,2,3,122,241.34375728379518,152.64106411977843
20230307,2,5,1,292,527.0185308073981,391.0708035847732
20231118,1,2,1,41,132.79454649791455,79.57087280144786
20250702,5,2,2,135,456.7988234038809,251.01939722820043
20250429,1,3,4,123,304.5367451509468,186.83069663785378
20240925,2,2,1,278,481.0604080550289,250.51971214421013
20251227,3,4,5,149,368.1457131845374,263.3555899541872
20240916,4,3,4,67,115.16540583183802,62.68726817911127
20250722,1,1,1,46,150.25307324046096,87.97884975914027
20250310,2,3,5,34,99.154207113905,75.78597010959798
20241003,5,2,2,282,559.0012779884422,370.1423034584996
20250205,1,4,5,284,929.640313803935,554.4389075279798
20240608,1,3,1,153,424.69792908909176,282.1268627505415
20210709,4,4,3,95,323.62003397696503,183.00172407642788
20240602,2,1,1,49,169.58702520303362,86.07422345606416
20241109,3,6,3,145,218.45171887835824,148.79177877087963
20241101,5,1,2,103,179.26412705967442,128.0372121152363
20240730,2,6,2,73,189.350660297798,144.6515076104466
20220925,5,5,4,282,962.1010211995525,703.8394415779703
20220920,1,6,4,241,840.7206123156732,654.0834192917974
20230831,4,5,3,21,55.331133282747835,44.03174359112923
20251104,4,3,3,165,304.854491351926,220.55632077973235
20240706,3,5,2,37,67.56570148064425,51.37540473592145
20241014,4,4,5,35,105.97004306798968,74.4036284580005
20221211,1,5,3,178,477.729813619442,263.3635305500547
20250119,3,4,3,228,592.24089791334,328.4039313921128
20241205,2,6,5,224,544.6626856386313,290.3476062974337
20221011,4,6,4,132,389.43554141756397,304.8861318959081
20211114,3,6,4,197,633.5733465285001,444.657936639098
20250828,1,5,3,228,480.1488850252101,353.8567282995742
20240602,5,6,4,143,277.6824814123047,166.42821801433635
20240611,5,5,4,34,96.5735433094161,61.626138442316005
20221115,1,5,4,64,213.08575027903402,109.08581055566815
20221026,1,2,2,113,248.18358147256347,190.2829029149605
20241029,5,2,1,126,257.65695123270865,194.7631545203263
20250823,3,5,3,297,579.812090359958,426.4189753617356
20250620,5,4,3,147,295.32032686280945,152.82549913672088
20250204,1,3,2,57,100.88240109747585,55.71482006343346
20240610,4,1,1,116,312.452548805138,187.5500165279503
20250912,2,2,1,217,447.37851379898495,258.9958335185951
20240211,4,5,2,211,576.0065206196357,432.8907605912926
20250301,4,1,5,26,43.31768217465354,24.190791122324402
20220318,1,2,5,63,109.04755580685276,71.93183960249944
20220718,5,3,1,26,66.87938024544111,44.90377423455517
20240715,3,4,5,213,537.412182346782,337.2280544654478
20250314,4,5,5,20,40.86039706951554,23.38057987286188
20241110,5,3,5,81,255.49519796252787,201.35277296655198
20241111,3,2,1,108,202.40218761139067,126.30296710333778
20240211,4,5,5,37,82.18892318955577,59.027509202225616
20250625,3,1,3,127,331.5999733423902,184.10892979136491
20250707,5,6,1,154,498.1010195747323,372.0034343769778
20230810,2,4,2,86,200.99076772868557,113.5130628537669
20240110,5,2,5,112,257.2866140187625,180.76751339044534
20221130,1,4,4,157,417.4747524019835,272.17216404319254
20210423,3,5,1,208,443.7452928325648,241.3828588487344
20210102,2,6,2,78,227.63102749289598,115.5192770932869
20221004,3,3,3,206,411.46272755480595,320.62182975967363
20210808,3,4,2,254,799.1835664456279,429.7267210924814
20250509,4,1,5,88,179.93420071148915,128.02056191410531
20230505,1,2,4,117,407.79207197597987,283.7439615149543
20251026,3,1,5,27,57.588973613692694,34.69827875919779
20240602,5,4,2,153,498.42079842849046,276.9300070575622
20220120,5,6,1,75,172.1033931159086,95.25896560386344
20241127,4,3,4,133,264.95058798022745,179.00018163817325
20250720,1,3,4,107,208.89893559851603,138.72485069019567
20240228,1,1,2,157,502.4600625008618,383.26674077199226
20231213,5,5,5,127,268.92325852347074,186.09514325521243
20250904,2,5,2,42,91.43929275261874,68.19382369112591
20221231,4,6,4,163,308.7197362034946,157.36183372872233
20250823,4,3,2,163,557.8918581058866,391.2484131245732
20250930,5,1,4,75,149.2115910898245,85.06740688236833
20241210,5,1,5,127,253.35067922132947,145.8924162829429
20210904,2,1,1,25,84.69489451273479,60.65619319223969
20230416,2,4,1,49,161.7880877895279,119.4044442540063
20250102,1,6,2,146,291.68197788853377,178.36955053619096
20210722,4,5,4,140,452.12315946503696,333.2251877312919
20240422,4,5,1,118,235.95827828832358,149.39070802288765
20210503,5,4,4,185,308.7517409955635,233.81571883761228
20220205,1,2,5,260,816.5879011658291,414.39478629924326
20230206,4,4,2,69,209.97502577850952,110.24707678327279
20211021,1,6,4,287,599.6389278509047,439.4786935289838
20211007,1,1,2,92,154.5855732625601,106.23536249689099
20230603,5,4,4,71,135.814321595755,90.68404774961593
20250622,1,1,4,284,863.9601322748723,591.1160296180967
20210717,2,6,5,246,843.6559249516739,657.2562127236008
20230909,2,6,2,212,427.81687844086434,298.0433811680995
20250315,3,3,3,258,809.2215413342918,561.7962569973303
20230122,5,1,4,29,56.72009412555496,41.28322499754406
20210524,3,5,4,247,706.2225935615913,536.7194334921361
20220901,2,4,1,71,118.37311260247674,68.48757488478913
20240509,3,6,2,259,691.6831417180107,473.8200074406526
20240222,5,1,3,118,240.5288143219535,162.4032488340716
20210706,5,2,5,100,335.1691897467314,181.14381230883558
20240911,1,3,3,32,66.54405688185304,43.65922913347894
20220409,4,2,5,147,337.64156428951816,175.86572552299268
20241004,1,6,3,30,95.44074666927484,53.016177672233525
20251130,5,2,3,100,237.65491650935883,183.91850775749705
20221022,2,2,2,280,553.5108610051543,296.5561493279261
20230203,2,3,1,25,64.87721604471486,43.706151379447654
20230813,1,3,3,241,766.3757563032913,457.56020706400767
20220207,5,3,4,100,236.63552240093048,157.7398163946468
20241001,2,3,4,22,38.847093525014174,22.161958516372806
20250315,5,2,4,79,179.0277322720937,113.38073994782218
20210527,2,5,1,240,818.1480638852119,621.956182664555
20240317,5,5,3,68,111.79494036974502,68.5152165652927
20230514,3,3,5,247,572.2719151893218,346.74486489792434
20251001,5,4,5,212,592.7642086306302,375.7149533795451
20220504,5,1,2,276,457.3417848689262,242.45876546043817
20230718,1,6,1,122,267.1684214687486,164.63027867031647
20250722,3,4,3,165,557.8908568002869,280.1003044206687
20220705,4,6,4,276,430.9109020977911,280.5312464277718
20211204,1,4,1,297,892.0346764265303,672.9351920641475
20230522,4,4,1,208,662.0119859125743,440.6496965302745
20221003,2,5,3,197,404.6619258145936,276.10793520095626
20251208,4,1,2,35,67.53000586638686,34.38418632533401
20220418,5,4,2,105,349.6123876531035,264.955319153149
20210531,4,3,2,267,808.4769053867069,497.61839697260564
20241209,1,6,4,236,407.51569493450506,322.93817774611466
20240814,1,5,4,61,117.38806517300115,62.93639158135293
20250623,4,6,3,213,584.1972960268282,457.6610762306451
20210920,1,3,2,182,425.6677621184688,293.8330382489178
20251123,1,3,3,295,739.9628785583609,381.60040305947155
20210524,4,4,2,149,507.0596456604757,401.34263985918903
20211212,3,3,1,282,660.0128012402733,332.75332139064255
20220916,3,1,5,196,639.6193423591934,460.0206595875618
20231014,2,3,5,284,801.3030001992056,614.4864050227302
20250515,1,4,2,46,80.18899020164717,44.32394040067312
20230531,4,6,3,104,310.8574636227257,187.4492754364464
20210102,1,3,4,215,546.1899018012153,365.05629041967194
20230616,5,5,2,262,510.950959205402,359.6802416064679
20240820,1,5,2,196,407.5033346482609,310.3393643818235
20210911,1,5,4,149,389.58506257572384,283.74303739436004
20250803,3,6,2,164,443.35841676782013,270.0049845897116
20220329,4,2,1,102,350.5079864220139,261.6598002007334
20231127,1,5,4,107,343.410109191867,271.2332082787971
20240329,3,5,1,39,74.55546438563154,42.35465023829316
20231012,2,2,5,249,758.9480511424384,396.34443744636366
20210109,3,6,4,145,219.9046243639772,138.09700775167158
20240610,3,5,4,70,123.17318456312016,94.15593872930897
20240128,3,4,3,107,203.2358890381846,110.78133280179526
20250810,1,6,3,189,509.2413553051541,389.94619856974236
20230327,1,5,4,82,154.92834103323062,123.58074583231824
20210727,2,5,5,108,240.89895547962635,124.35220204380977
20240229,5,2,2,208,412.99638937110507,267.85992295015484
20220208,5,4,3,209,454.5401489908247,272.1175730257769
20210601,5,6,5,108,365.56951206255826,225.95996177410856
20210223,2,3,5,45,157.26387173358873,99.93968479582065
20240218,5,1,3,195,559.9316214430027,404.22090143855695
20250824,5,4,2,283,748.4262552439153,506.97639439333034
20220920,3,3,3,61,177.93063718958655,140.27345522291398
20220810,1,4,5,138,419.9760073156187,251.9139479871898
20250707,1,3,1,188,559.8687915971774,370.8857666899542
20241214,3,3,3,127,211.30070216280123,157.20741798399956
20241216,3,4,5,166,352.01741520320894,215.40245734584246
20210414,3,2,3,195,426.43823889800245,272.7455309497506
20210911,1,4,5,208,465.6098612464587,328.4842025531665
20240604,5,4,2,179,391.764332757252,297.04483172147957
20240210,3,3,5,93,285.8991673257609,178.60247954295664
20220525,2,1,4,37,110.822745423444,73.09703623750171
20250205,3,3,1,159,239.96289631986326,190.17939851326176
20210409,4,5,5,134,280.4302482965847,143.78801543721622
20210602,3,4,3,244,670.3478601192388,425.3146783766349
20230703,1,6,3,65,113.13453085854394,78.1527179378871
20230528,3,4,5,57,93.61660557135069,47.04498777684418
20211204,4,2,4,225,710.2791537743168,482.30508028211676
20250926,2,6,5,28,67.35031924163586,34.81068508719367
20230402,5,3,2,272,873.4939281489443,661.4685798260718
20240401,3,2,4,127,399.6823927028476,296.6146268824426
20251010,4,4,5,117,384.54870218089707,195.9954523888188
20230815,4,3,1,294,469.3854433736605,241.56509129841515
20250901,2,3,4,90,168.50341189950922,122.34766156669458
20210610,1,5,5,58,121.35260707056479,74.12987437847931
20250523,3,5,1,109,193.1982245486535,129.92730066413924
20230312,4,1,5,238,588.083634694,341.73450678025006
20220202,2,5,2,126,390.34217628984277,215.4262024035861
20240724,5,6,3,115,391.27181649543206,230.38989772938578
20230327,4,3,5,51,167.23656171659954,95.99614614445167
20250308,2,5,4,145,350.1276372045844,222.1532658298857
20241116,1,1,5,166,460.31504565515615,333.26940476178356
20240304,1,4,5,299,586.4562818222944,390.719942577517
20240503,4,6,5,43,99.1587739941451,67.70099924481164
20220205,4,5,5,228,739.2592635115215,473.8826188588006
20221002,3,3,4,139,216.61691112141565,129.411294984092
20231123,2,4,4,293,751.696933769076,408.21101008222223
20221119,4,3,5,159,516.0498587318888,312.91696589204065
20220405,3,4,3,101,176.1459945178536,123.2246188003942
20230813,3,6,5,227,786.5759756858093,566.4394955546614
20220415,4,3,4,52,79.2887122540416,50.804596255974396
20241030,1,5,2,43,140.70632098583212,97.57971855865674
20231112,2,5,5,80,176.5876119031947,99.44749000883388
20230120,2,1,5,208,367.1992819779493,278.3443616159507
20250821,1,4,5,103,186.91578410243423,142.01504924953596
20210207,4,1,5,244,708.1752145568842,422.14209686587685
20210818,2,2,1,187,606.149159069323,402.67317351284026
20241020,4,5,5,205,570.3372050607829,388.9691802412439
20220717,4,4,4,91,305.5279447876571,196.06614603557577
20220314,3,6,4,93,296.2010558805832,229.06490832262915
20251205,1,1,1,172,261.1069415875837,188.49703967909386
20240730,4,6,5,115,326.468822818931,229.1005240660712
20210127,5,6,3,72,151.86739517485813,99.62925842824757
20210814,1,6,5,193,464.9370045240783,244.30310128911466
20240724,2,1,4,129,217.7599330186305,115.92371929987385
20230309,3,2,2,70,144.49388266203107,85.20842676781395
20250621,2,1,2,272,752.181166283284,423.82150309662654
20211011,2,3,3,92,178.18231196716363,140.00840722205055
20230529,1,5,5,231,645.6619407412912,402.2110742104718
20230818,2,1,1,231,772.9408629080626,589.7396807100703
20250213,4,1,5,270,407.6677647026769,303.88529714800416
20220329,2,2,3,187,574.3782491789669,427.20593176636595
20231017,3,3,3,282,784.7038484120382,443.1318817402704
20230327,3,1,3,249,396.7231158414285,251.60042895197034
20221021,5,5,2,258,794.7262428185337,473.1685589247872
20250320,3,5,5,294,573.0183686606331,453.3281834353481
20220701,2,1,5,162,329.12585519413045,251.1306929822206
20240430,3,6,1,89,150.14579147954845,86.33039150565564
20231209,1,6,3,193,495.7706087224982,294.51555839897435
20250316,3,3,3,128,319.545277508666,210.47577348394387
20210117,4,5,4,222,487.1454808133123,284.2892051532155
20240410,1,6,4,204,374.8515535688434,280.1486784661728
20240528,5,5,2,111,352.52568909879267,262.9028657817998
20210607,4,3,5,278,904.2664071176254,648.632221132576
20220422,2,3,1,225,580.7608248211525,410.47772133210344
20231206,2,6,1,71,141.1799973711117,93.77040630235824
20241028,2,1,3,200,338.4440262794736,204.4654340997452
20220602,4,4,1,22,71.21594336962876,53.48898012178356
20210409,4,2,3,103,174.2868602354482,132.04837889672336
20251104,4,4,5,233,355.6418975912443,183.1032412322983
20231127,1,4,1,53,129.2561431978957,80.08527401323748
20211007,1,5,3,69,204.41540103314813,103.84062677745658
20241004,2,3,5,278,671.3905744892346,504.7804503340514
20220512,3,5,5,277,443.981476270541,245.57857444379022
20211029,2,6,3,291,838.0969440115009,588.4781748848463
20210630,5,2,3,201,559.7177134642561,339.8677293903216
20220830,1,6,2,52,148.87909203695372,110.8880711344558
20240128,4,1,5,284,545.96301508626,356.46256658688463
20221201,1,2,3,59,182.39241227913348,108.94674100418054
20230920,4,5,5,229,562.959040980645,336.177296561494
20240214,5,5,1,291,748.6573357636362,447.7556113717854
20210710,5,6,4,155,401.7073029928172,295.88706062386086
20210910,1,5,4,106,219.80296465909458,156.79307738077637
20230908,4,5,3,79,158.02118848525268,94.14337202987379
20230717,5,4,3,183,276.2444037562423,178.74737425213496
20240330,2,1,5,22,50.45085505043762,26.378028549700836
20240703,2,4,3,34,83.98700290785645,62.84328168741469
20240908,4,5,5,121,361.2585064485823,209.45278439703063
20210508,1,3,3,274,447.5115745974764,343.1373503175081
20210118,5,4,5,244,816.9068332505711,554.7116056003664
20251222,1,5,3,229,464.39297845714503,311.30399813643066
20251025,2,5,2,42,93.80453797077281,51.48139591797764
20220720,5,1,5,254,405.568132522393,211.2444640411553
20220724,1,6,2,150,420.94092324543703,280.2561417624866
20240908,3,2,2,177,516.4586702760129,330.7384472280155
20221117,4,4,2,192,644.6558274392701,345.47422323199265
20251221,4,4,2,36,78.25168823869647,58.74168910692091
20220918,3,4,1,204,411.00644179031923,256.94973392153344
20240804,2,5,4,203,599.2911204497735,346.47257433272824
20230504,5,1,1,162,472.0034878555087,347.6218971310317
20250814,4,5,3,63,212.57763128952675,164.5179203436665
20230820,3,5,3,31,59.2297547024636,35.051506108628665
20250721,3,6,4,27,78.5858016255049,57.58649394240458
20210604,2,3,4,99,161.73997828349215,112.53154368797867
20220505,2,1,4,181,445.3932546461131,354.9420509690324
20241110,1,4,2,235,408.61366531488295,229.3130950192839
20230224,4,2,1,267,749.279957642448,590.5852337147597
20240202,1,4,3,48,129.74080912240183,77.14150008056838
20241117,3,5,1,291,464.92076737250204,289.9182162007181
20210903,5,1,1,152,325.16381806576584,197.58506055731866
20240414,5,1,1,24,54.96161434928413,31.90715228019241
20231129,2,1,4,263,524.9797017638193,371.6681860984758
20250209,5,3,4,49,77.28966431384339,52.305285378213334
20250902,5,4,3,136,290.719555740848,172.02096586397255
20230129,5,3,3,197,607.7942111716264,328.00449530078987
20220622,3,6,3,280,621.6610896113198,370.02057023645375
20230710,5,2,1,254,545.2718356590515,334.998326969294
20220212,5,6,4,160,541.3610041317071,332.5017811241178
20220609,5,5,2,69,109.24503918260118,66.3311691205762
20230408,1,3,1,289,876.9925770810662,451.3150714288763
20250310,3,3,5,127,313.20577397184485,200.204241598579
20230622,2,6,1,65,220.2801259763703,165.4000704892823
20210205,1,5,4,101,230.98109032100513,127.98890598569375
20221116,4,1,5,145,422.8322777316013,229.89272675272986
20210120,3,5,1,103,168.90668506444607,108.36298180789159
20211117,3,4,4,90,302.1790366050986,184.6860566548807
20251205,4,6,4,194,424.68255471785386,283.85110628249834
20220527,4,5,2,110,280.28100667254307,219.77458560808546
20220204,4,1,1,268,476.2261422969504,346.8192482653102
20221016,2,5,4,151,512.0584771085128,361.57342403515713
20230830,5,3,3,188,535.0368718776399,334.2809164268413
20220416,3,2,4,79,127.02370134010573,74.4623036801576
20240312,5,3,2,260,470.70752517322734,311.64567628731476
20240121,5,2,4,209,480.63061101462756,367.9866846229507
20241009,4,5,1,251,485.31904821690443,370.30947632825564
